set_number,name,current_lego_mrp_inr,retailer_mrp,delta,source,url,mbh_storefront_price_context
42172,"McLaren P1",40500,41199,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-42172-technic-mclaren-p1-3893-pieces,41199
76308,"Spider-Man Mech vs. Anti-Venom",1300,1999,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-76308-marvel-spider-man-mech-vs-anti-venom-107-pieces,1799
76302,"Superman Mech vs. Lex Luthor",1300,1999,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-76302-super-heroes-dc-superman-mech-vs-lex-luthor-120-pieces,1799
11198,"Spin and Electro Dinosaur Vehicle Chase",1800,2499,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-11198-spidey-spin-and-electro-dinosaur-vehicle-chase-124-pieces,2290
60461,"Red Farm Tractor with Trailer & Sheep",1800,2499,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-60461-city-red-farm-tractor-with-trailer-sheep-116-pieces,
60304,"Road Plates",1800,2499,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-60304-my-city-road-plates,2290
60450,"Yellow Construction Wheel Loader",1300,1999,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-60450-city-yellow-construction-wheel-loader-81-pieces,1799
10425,"Train Tunnel and Tracks Expansion Set",1800,2499,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-10425-duplo-train-tunnel-and-tracks-expansion-set-20-pieces,2290
42633,"Hot Dog Food Truck",1800,2499,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-42633-friends-hot-dog-food-truck-100-pieces,
10447,"Ambulance & Driver",1800,2499,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-10447-duplo-ambulance-driver-19-pieces,2290
60452,"Donut Truck",1800,2499,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-60452-city-donut-truck-196-pieces,2290
42659,"Friendship Road-Trip Travel Car",1800,2499,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-42659-friends-friendship-road-trip-travel-car-220-pieces,2290
42646,"Autumn’s Room",1800,2499,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-42646-friends-autumn-s-room-222-pieces,2290
71812,"Kai's Ninja Climber Mech",6300,6999,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-71812-ninjago-kais-ninja-climber-mech-623-pieces,6399
60404,"Burger Truck",1800,2499,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-60404-city-burger-truck-194-pieces,2290
31150,"Wild Safari Animals",5800,6499,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-31150-creator-3-in-1-wild-safari-animals-780-pieces,5949
10980,"Green Building Plate",1300,1999,699,Toycra (labeled MRP),https://www.toycra.com/products/lego-10980-duplo-green-building-plate,1799
10347,"Petite Sunny Bouquet",2700,3349,649,Toycra (labeled MRP),https://www.toycra.com/products/lego-10347-botanicals-petite-sunny-bouquet-373-pieces,3349
71864,"Kai and Cole's Combiner Vehicles",3600,2999,-601,Toycra (labeled MRP),https://www.toycra.com/products/lego-71864-ninjago-kai-and-coles-combiner-vehicles-394-pcs,2999
60456,"Police Boat Chase",3100,3699,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-60456-city-police-boat-chase-264-pieces,3349
77247,"KICK Sauber F1 Team C44 Race Car",2400,2999,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-77247-speed-champions-kick-sauber-f1-team-c44-race-car-259-pieces,
60402,"Blue Monster Truck",1400,1999,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-60402-city-blue-monster-truck-148-pieces,1799
42642,"Friendship Movie Night",1300,1899,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-42642-friends-friendship-movie-night-154-pieces,1899
43235,"Ariel's Music Stage",1400,1999,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-43235-disney-ariels-music-stage-60-pieces,1799
71804,"Arin's Battle Mech",1400,1999,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-71804-ninjago-arins-battle-mech-104-pieces,1799
77249,"Williams Racing FW46 F1 Race Car",2400,2999,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-77249-speed-champions-williams-racing-fw46-f1-race-car-263-pieces,2749
71815,"Kai's Source Dragon Battle",3400,3999,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-71815-ninjago-kais-source-dragon-battle-120-pieces,3649
10441,"Shape Sorter: Puppy House",3100,3699,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-10441-duplo-shape-sorter-puppy-house-17-pieces,3349
77248,"BWT Alpine F1 Team A524 Race Car",2400,2999,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-77248-speed-champions-bwt-alpine-f1-team-a524-race-car-258-pieces,
77250,"MoneyGram Haas F1 Team VF-24 Race Car",2400,2999,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-77250-speed-champions-moneygram-haas-f1-team-vf-24-race-car-242-pieces,
75400,"Plo Koon's Jedi Starfighter Microfighter",1300,1899,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-75400-star-wars-plo-koons-jedi-starfighter-microfighter-89-pieces,1699
10443,"First Time at the Airport",3100,3699,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-10443-duplo-first-time-at-the-airport-23-pieces,3349
21254,"The Turtle Beach House",2400,2999,599,Toycra (labeled MRP),https://www.toycra.com/products/lego-21254-minecraft-the-turtle-beach-house-234-pieces,
11205,"Sweet Treat Mountain & Kitty Garden",4900,5449,549,Toycra (labeled MRP),https://www.toycra.com/products/lego-11205-gabbys-dollhouse-sweet-treat-mountain-kitty-garden-263-pieces,
76437,"The Burrow – Collectors' Edition",23400,22899,-501,Toycra (labeled MRP),https://www.toycra.com/products/lego-76437-harry-potter-the-burrow-collectors-edition-2405-pieces,22899
10341,"NASA Artemis Space Launch System",23400,22899,-501,Toycra (labeled MRP),https://www.toycra.com/products/lego-10341-icons-nasa-artemis-space-launch-system-3601-pieces,22899
71814,"Tournament Temple City",22500,21999,-501,Toycra (labeled MRP),https://www.toycra.com/products/lego-71814-ninjago-tournament-temple-city-3489-pieces,21999
77253,"Bugatti Vision GT Hyper Sports Car",2500,2999,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-77253-speed-champions-bugatti-vision-gt-hyper-sports-car-284-pieces,2999
77256,"Time Machine from Back to the Future",2500,2999,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-77256-speed-champions-time-machine-from-back-to-the-future-357-pieces,2999
72034,"Mario Kart – Baby Mario vs. Baby Luigi",2700,3199,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-72034-super-mario-mario-kart-baby-mario-vs-baby-luigi-321-pieces,3199
77255,"Lightning McQueen",2500,2999,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-77255-speed-champions-lightning-mcqueen-270-pieces,2999
10349,"Happy Plants",2100,2599,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-10349-botanicals-happy-plants-217-pieces,2349
42637,"Friends Advent Calendar 2024",3000,3499,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-42637-friends-advent-calendar-2024-272-pieces,
31169,"Typewriter with Flowers",2700,3199,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-31169-creator-typewriter-with-flowers-363-pieces,3199
40814,"Baby Elephant in the Sky",2700,3199,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-40814-others-baby-elephant-in-the-sky-402-pieces,
72035,"Mario Kart – Toad's Garage",3600,4099,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-72035-super-mario-mario-kart-toads-garage-390-pieces,4099
72031,"Mario Kart - Yoshi Bike",1300,1799,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-72031-super-mario-mario-kart-yoshi-bike-133-pieces,1799
42209,"Volvo L120 Electric Wheel Loader",11500,11999,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-42209-technic-volvo-l120-electric-wheel-loader-973-pieces,10999
76456,"Harry Potter Advent  Calendar 2025",4000,4499,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-76456-harry-potter-lego-harry-potter-advent-calendar-2025-278-pieces,4099
75373,"Ambush on Mandalore Battle Pack",1800,2299,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-75373-star-wars-ambush-on-mandalore-battle-pack-109-pieces,2099
42625,"Beach Smoothie Stand",1800,2299,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-42625-friends-beach-smoothie-stand-213-pieces,2099
11024,"Gray Baseplate",1300,1799,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-11024-classic-gray-baseplate,1599
75367,"Venator-Class Republic Attack Cruiser",58500,58999,499,Toycra (labeled MRP),https://www.toycra.com/products/lego-75367-star-wars-venator-class-republic-attack-cruiser-5374-pieces,58999
72032,"Mario Kart - Standard Kart",1800,2290,490,Toycra (labeled MRP),https://www.toycra.com/products/lego-72032-super-mario-mario-kart-standard-kart-174-pieces,2290
60451,"Emergency Ambulance",1800,2290,490,Toycra (labeled MRP),https://www.toycra.com/products/lego-60451-city-emergency-ambulance-184-pieces,2290
21368,"Peanuts: Snoopy's Doghouse",8100,8499,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-21368-ideas-peanuts-snoopys-doghouse-964-pieces,8499
76320,"Iron Man & War Machine vs. Hammer Drones",2100,2499,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-76320-super-heroes-marvel-iron-man-war-machine-vs-hammer-drones-204-pieces,
71840,"Rogue vs. Drix Race Car Duel",2100,2499,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-71840-ninjago-rogue-vs-drix-race-car-duel-111-pieces,2290
76319,"Captain America vs. Thanos",3600,3999,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-76319-super-heroes-marvel-captain-america-vs-thanos-107-pieces,3649
31218,"Japanese Cherry Blossom Landscape",12600,12999,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-31218-art-japanese-cherry-blossom-landscape-1892-pieces,12999
75412,"Death Trooper & Night Trooper Battle Pack",2100,2499,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-75412-star-wars-death-trooper-night-trooper-battle-pack-119-pieces,2290
77075,"Peely & Sparkplug's Camp",2100,2499,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-77075-fortnite-peely-sparkplugs-camp-250-pieces,2290
42658,"Unicorn & Flamingo Pool Party",900,1299,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-42658-friends-unicorn-flamingo-pool-party-99-pieces,1149
71839,"Arin's Spinjitzu Battle Mech",2100,2499,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-71839-arins-ninjago-spinjitzu-battle-mech-213-pieces,2290
21266,"The Nether Lava Battle",900,1299,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-21266-minecraft-the-nether-lava-battle-99-pieces,1149
60400,"Go-Karts and Race Drivers",900,1299,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-60400-city-go-karts-and-race-drivers,
76279,"Spider-Man Race Car & Venom Green Goblin",3100,3499,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-76279-marvel-spider-man-race-car-venom-green-goblin-227-pieces,
42665,"Puppy Playground",900,1299,399,Toycra (labeled MRP),https://www.toycra.com/products/lego-42665-friends-puppy-playground-66-pieces,1149
76332,"The Batman Batmobile",2700,2999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-76332-super-heroes-dc-the-batman-batmobile-330-pieces,
10312,"Jazz Club",20700,20999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-10312-icons-jazz-club-2899-pieces,
21592,"Chicken Jockey Desert Attack",2200,2499,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-21592-minecraft-chicken-jockey-desert-attack-428-pieces,2499
60442,"F1 Driver with McLaren Race Car",1200,1499,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-60442-city-f1-driver-with-mclaren-race-car-86-pieces,1349
77260,"The Fast and The Furious Toyota Supra MK4",2700,2999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-77260-speed-champions-the-fast-and-the-furious-toyota-supra-mk4-292-pcs,2999
43027,"Vini Jr. – Soccer Highlights",2700,2999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-43027-editions-vini-jr-football-highlights-510-pieces,2999
10337,"Lamborghini Countach 5000 Quattrovalvole",16200,16499,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-10337-icons-lamborghini-countach-5000-quattrovalvole-1506-pieces,
77261,"Ferrari 499P",2700,2999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-77261-speed-champions-ferrari-499p-329-pcs,2999
42202,"Ducati Panigale V4 S Motorcycle",18000,18299,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-42202-technic-ducati-panigale-v4-s-motorcycle-1603-pieces,18299
76444,"Diagon Alley Wizarding Shops",18000,18299,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-76444-harry-potter-diagon-alley-wizarding-shops-2750-pieces,18299
11026,"White Baseplate",700,999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-11026-classic-white-baseplate,899
42693,"Creative Flower Shop",2700,2999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-42693-friends-creative-flower-shop-377-pcs,2999
42682,"Nature Glamping Cabin",2200,2499,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-42682-friends-nature-glamping-cabin-295-pieces,2499
77262,"Ken Block's '65 Ford Mustang Hoonicorn V1",2700,2999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-77262-speed-champions-ken-blocks-65-ford-mustang-hoonicorn-v1-345-pcs,2999
10981,"Growing Carrot",900,1199,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-10981-duplo-growing-carrot,
40640,"Nutcracker",1200,1499,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-40640-nutcracker-208-pieces,
11023,"Green Baseplate",700,999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-11023-classic-green-baseplate,899
31215,"Vincent van Gogh – Sunflowers",18000,18299,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-31215-art-vincent-van-gogh-sunflowers-2615-pieces,18299
42635,"Dog-Grooming Car",900,1199,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-42635-friends-dog-grooming-car-60-pieces,1099
31391,"Art Fashion Bag with Storage",2700,2999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-31391-creator-art-fashion-bag-with-storage-272-pieces,2999
60443,"F1 Pit Stop & Pit Crew with Ferrari Car",2700,2999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-60443-city-f1-pit-stop-pit-crew-with-ferrari-car-322-pieces,2749
71780,"Kai's Ninja Race Car EVO",900,1199,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-ninjago-71780-kai-s-ninja-race-car-evo,1099
11221,"School with Rusty and Bluey",2200,2499,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-11221-bluey-school-with-rusty-and-bluey-106-pieces,2499
60312,"Police Car",900,1199,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-60312-city-police-car,1099
31140,"Magical Unicorn",900,1199,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-31140-creator-magical-unicorn,1099
10432,"Peppa Pig Boat Trip",2700,2999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-10432-duplo-peppa-pig-boat-trip-23-pieces,2749
11025,"Blue Baseplate",700,999,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-11025-classic-blue-baseplate,899
40638,"Heart Ornament",1200,1499,299,Toycra (labeled MRP),https://www.toycra.com/products/lego-40638-seasons-and-occasions-heart-ornament-254-pieces,1349
77251,"McLaren F1 Team MCL38 Race Car",2749,2999,250,Toycra (labeled MRP),https://www.toycra.com/products/lego-77251-speed-champions-mclaren-f1-team-mcl38-race-car-269-pieces,2749
77244,"Mercedes-AMG F1 W15 Race Car",2749,2999,250,Toycra (labeled MRP),https://www.toycra.com/products/lego-77244-speed-champions-mercedes-amg-f1-w15-race-car-267-pieces,2749
77245,"Aston Martin Aramco F1 AMR24 Race Car",2749,2999,250,Toycra (labeled MRP),https://www.toycra.com/products/lego-77245-speed-champions-aston-martin-aramco-f1-amr24-race-car-269-pieces,2749
77243,"Oracle Red Bull Racing RB20 F1 Race Car",2749,2999,250,Toycra (labeled MRP),https://www.toycra.com/products/lego-77243-speed-champions-oracle-red-bull-racing-rb20-f1-race-car-251-pieces,2749
77246,"Visa Cash App RB VCARB 01 F1 Race Car",2749,2999,250,Toycra (labeled MRP),https://www.toycra.com/products/lego-77246-speed-champions-visa-cash-app-rb-vcarb-01-f1-race-car-248-pieces,2749
77242,"Ferrari SF-24 F1 Race Car",2749,2999,250,Toycra (labeled MRP),https://www.toycra.com/products/lego-77242-speed-champions-ferrari-sf-24-f1-race-car-275-pieces,2749
40816,"Decorative Easter Egg",2099,2299,200,Toycra (labeled MRP),https://www.toycra.com/products/lego-40816-seasons-and-occasions-decorative-easter-egg-386-pieces,2099
43285,"Ariel's Magical Mini Palace",1800,1999,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-43285-disney-ariels-magical-mini-palace-179-pieces,1999
10462,"Frozen Creative Box with Elsa and Olaf",1800,1999,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-10462-duplo-frozen-creative-box-with-elsa-and-olaf-37-pieces,1999
71863,"Zilvar and Grimtak the Dragon Beast",1800,1999,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-71863-ninjago-zilvar-and-grimtak-the-dragon-beast-232-pcs,1999
10412,"Animal Train",1800,1999,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-10412-duplo-animal-train-19-pieces,1799
11514,"Cosmos Flowers",1300,1499,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-11514-botanicals-cosmos-flowers-171-pieces,1499
21595,"The Ender Dragon",6300,6499,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-21595-minecraft-the-ender-dragon-710-pieces,6499
11216,"Grannies with Bingo and Bluey",1300,1499,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-11216-bluey-grannies-with-bingo-and-bluey-80-pieces,1499
10479,"Colorful Creative Box",1800,1999,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-10479-duplo-colourful-creative-box-80-pieces,1999
76471,"Knockturn Alley Wizarding Shops",10800,10999,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-76471-harry-potter-knockturn-alley-wizarding-shops-788-pcs,10999
76424,"Flying Ford Anglia",1300,1499,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-76424-harry-potter-flying-ford-anglia-165-pieces,1349
31160,"Aircraft: Race Plane",1300,1499,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-31160-creator-aircraft-race-plane-178-pieces,1349
60430,"Interstellar Spaceship",1800,1999,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-60430-city-interstellar-spaceship-240-pieces,
60512,"Mountain Bike Adventure Van",1800,1999,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-60512-city-mountain-bike-adventure-van-260-pieces,1999
76460,"Hogwarts Castle: Sorting Hat Ceremony",1300,1499,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-76460-harry-potter-hogwarts-castle-sorting-hat-ceremony-124-pieces,1499
10419,"Caring for Bees & Beehives",1800,1999,199,Toycra (labeled MRP),https://www.toycra.com/products/lego-10419-duplo-caring-for-bees-beehives-22-pieces,1799
60455,"Police Motorcycle chase",1149,1299,150,Toycra (labeled MRP),https://www.toycra.com/products/lego-60455-city-police-motorcycle-chase-65-pieces,1149
75449,"Siege of Mandalore Battle Pack",2100,1999,-101,Toycra (labeled MRP),https://www.toycra.com/products/lego-75449-star-wars-siege-of-mandalore-battle-pack-116-pieces,1999
75437,"Cobb Vanth's Speeder",3100,2999,-101,Toycra (labeled MRP),https://www.toycra.com/products/lego-75437-star-wars-cobb-vanths-speeder-207-pieces,2999
42220,"Monster Jam  Sparkle Smash Pull-Back",3100,2999,-101,Toycra (labeled MRP),https://www.toycra.com/products/lego-42220-technic-monster-jam-sparkle-smash-pull-back-243-pieces,2999
71854,"Cole's Mission Mech & Dragon Zane",3100,2999,-101,Toycra (labeled MRP),https://www.toycra.com/products/lego-71854-ninjago-coles-mission-mech-dragon-zane-364-pieces,2999
42219,"Monster Jam Grave Digger Fire and Ice",3100,2999,-101,Toycra (labeled MRP),https://www.toycra.com/products/lego-42219-technic-monster-jam-grave-digger-fire-and-ice-263-pieces,2999
11506,"Rocking Plants",2100,1999,-101,Toycra (labeled MRP),https://www.toycra.com/products/lego-11506-botanicals-rocking-plants-253-pieces,1999
11509,"Flowering Cactus",3100,2999,-101,Toycra (labeled MRP),https://www.toycra.com/products/lego-11509-botanicals-flowering-cactus-482-pieces,2999
76475,"Forbidden Forest: Expecto Patronum",3100,2999,-101,Toycra (labeled MRP),https://www.toycra.com/products/lego-76475-harry-potter-forbidden-forest-expecto-patronum-244-pcs,2999
31134,"Space Shuttle",1099,1199,100,Toycra (labeled MRP),https://www.toycra.com/products/lego-31134-creator-space-shuttle,1099
60486,"EV Supercar",900,999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-60486-city-ev-supercar-109-pieces,999
42690,"Forest Tea Party",900,999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-42690-friends-forest-tea-party-116-pieces,999
42197,"Backhoe Loader",900,999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-42197-technic-backhoe-loader-104-pieces,899
71827,"Zane's Battle Suit Mech",900,999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-71827-ninjago-zanes-battle-suit-mech-92-pieces,899
31152,"Space Astronaut",4900,4999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-31152-creator-3-in-1-space-astronaut-647-pieces,4549
31145,"Red Dragon",900,999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-31145-creator-3-in-1-red-dragon-149-pieces,899
60509,"Harbor Freight Train with Crane & Truck",9900,9999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-60509-city-harbor-freight-train-with-crane-truck-803-pieces,9999
76313,"MARVEL Logo",9000,9099,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-76313-marvel-logo-minifigures-931-pieces,9099
10442,"Wild Animal Families: Penguins & Lions",900,999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-10442-duplo-wild-animal-families-penguins-lions-10-pieces,899
11039,"Creative Food Friends",900,999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-11039-classic-creative-food-friends-150-pieces,899
10280,"Flower Bouquet",5400,5499,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-10280-icons-flower-bouquet,4999
71824,"Sora's Dragon Spinjitzu Spinner",900,999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-71824-ninjago-soras-dragon-spinjitzu-spinner-56-pieces,899
42705,"Cozy Fall Forest Cabin",9900,9999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-42705-friends-cozy-fall-forest-cabin-1229-pcs,9999
42218,"John Deere 1470H Wheeled Harvester",900,999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-42218-technic-john-deere-1470h-wheeled-harvester-117-pieces,999
21345,"Polaroid OneStep SX-70",7200,7299,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-21345-ideas-polaroid-onestep-sx-70-camera-516-pieces,7299
60411,"Fire Rescue Helicopter",900,999,99,Toycra (labeled MRP),https://www.toycra.com/products/lego-60411-city-fire-rescue-helicopter-85-pieces,899
31392,"Music Decor Piano with Cat",4500,4499,-1,Toycra (labeled MRP),https://www.toycra.com/products/lego-31392-creator-music-decor-piano-with-cat-485-pieces,4499
60490,"Snowplow",2500,2499,-1,Toycra (labeled MRP),https://www.toycra.com/products/lego-60490-city-snowplow-263-pieces,2499
43253,"Disney Advent Calendar 2024",4000,3999,-1,Toycra (labeled MRP),https://www.toycra.com/products/lego-43253-disney-advent-calendar-2024-253-pieces,
60436,"City Advent Calendar 2024",3000,2999,-1,Toycra (labeled MRP),https://www.toycra.com/products/lego-60436-city-advent-calendar-2024-195-pieces,
31147,"Retro Camera",1800,1799,-1,Toycra (labeled MRP),https://www.toycra.com/products/lego-31147-creator-3-in-1-retro-camera-261-pieces,1799
76293,"Spider-Man Advent Calendar 2024",4000,3999,-1,Toycra (labeled MRP),https://www.toycra.com/products/lego-76293-marvel-spider-man-2024-advent-calendar-246-pieces,
77254,"Ferrari SF90 XX Stradale Sports Car",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-77254-speed-champions-ferrari-sf90-xx-stradale-sports-car-339-pieces,2999
30734,"Mini F1 ACADEMY Car",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30734-recruitment-bags-mini-f1-academy-car-58-pieces,399
77257,"McLaren W1",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-77257-speed-champions-mclaren-w1-287-pieces,2999
30728,"The Razor Crest Mini-Build",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30728-polybags-the-razor-crest-mini-build-74-pieces,
43023,"McLaren Mastercard F1 Team Lando Norris Helmet",,9999,,Toycra (labeled MRP),https://www.toycra.com/products/lego-43023-editions-mclaren-mastercard-f1-team-lando-norris-helmet-793-pieces,9999
76331,"Batman v Superman Batmobile",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76331-super-heroes-dc-batman-v-superman-batmobile-220-pieces,2999
42687,"Liann's Family House",7499,7499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42687-friends-lianns-family-house-946-pieces,7499
30712,"Celebration Cake",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30712-recruitment-bags-celebration-cake-9-pieces,399
71866,"Ninja Character Display 15th Anniversary",4499,4499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-71866-ninjago-ninja-character-display-15th-anniversary-447-pieces,4499
42221,"NASA Artemis Space Launch System Rocket",6499,6499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42221-technic-nasa-artemis-space-launch-system-rocket-632-pieces,6499
43284,"Mini Anna & Elsa",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-43284-disney-mini-anna-elsa-65-pieces,999
60485,"Hot Rod",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60485-city-hot-rod-81-pieces,999
71855,"Ninja Dragon Riyu's Battle",4999,4999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-71855-ninjago-ninja-dragon-riyus-battle-347-pieces,4999
76467,"Luna Lovegood's House",10999,10999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76467-harry-potter-luna-lovegoods-house-764-pieces,10999
42696,"Animal Vet Clinic",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42696-friends-animal-vet-clinic-141-pieces,2999
30718,"Cataclaws Snow Adventure",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30718-recruitment-bags-cataclaws-snow-adventure-70-pieces,399
10477,"3 in 1 Creative Cute Pets",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10477-duplo-3-in-1-creative-cute-pets-24-pieces,999
43304,"Blaze's Horse Ranch",5499,5499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-43304-disney-blazes-horse-ranch-209-pieces,5499
31381,"Fierce Shark with a Treasure Chest",3899,3899,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-31381-creator-fierce-shark-with-a-treasure-chest-379-pieces,3899
31376,"Cute Hamster with a Flower",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-31376-creator-cute-hamster-with-a-flower-166-pieces,999
42222,"Bugatti Chiron Pur Sport Hypercar",6999,6999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42222-technic-bugatti-chiron-pur-sport-hypercar-771-pieces,6999
