set_number,name,current_lego_mrp_inr,retailer_mrp,delta,source,url,mbh_storefront_price_context
60489,"Jet vs. Car",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60489-city-jet-vs-car-259-pieces,2999
72050,"Mario Kart – Luigi & Mach 8",18999,18999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-72050-super-mario-mario-kart-luigi-mach-8-2234-pieces,18999
77985,"Dinosaur Fossils: Triceratops",10999,10999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-77985-jurassic-world-dinosaur-fossils-triceratops-1154-pieces,10999
42227,"Jeep Wrangler Rubicon SUV",6999,6999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42227-technic-jeep-wrangler-rubicon-suv-723-pieces,6999
43281,"Elsa's Ice Castle & Snow Ride Adventure",4999,4999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-43281-disney-elsas-ice-castle-snow-ride-adventure-216-pieces,4999
71851,"Kai's Dragon Mech Battle Pack",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-71851-ninjago-kais-dragon-mech-battle-pack-85-pieces,999
75441,"Venator-Class Attack Cruiser",8999,8999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-75441-star-wars-venator-class-attack-cruiser-643-pieces,8999
71856,"Jay's Transforming Car",5499,5499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-71856-ninjago-jays-transforming-car-387-pieces,5499
42685,"Heartlake City Fashion Show",5499,5499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42685-friends-heartlake-city-fashion-show-410-pieces,5499
30727,"TIE Advanced Mini-Build",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30727-recruitment-bags-tie-advance-mini-build-68-pieces,399
43267,"Princess Castle & Royal Pets",13699,13699,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-43267-disney-princess-castle-royal-pets-787-pieces,13699
10459,"Bluey’s Family House",7299,7299,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10459-duplo-blueys-family-house-with-memory-game-83-pieces,7299
42663,"Friendship Camper Van Adventure",6399,6399,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42663-friends-friendship-camper-van-adventure-778-pieces,6399
21276,"The Creeper",4549,4549,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-21276-minecraft-the-creeper-665-pieces,4549
76464,"Cauldron: Secret Potions Classroom",6499,6499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76464-harry-potter-cauldron-secret-potions-classroom-652-pieces,6499
71849,"Nya vs. Mutation Monster Spinner",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-71849-ninjago-nya-vs-mutation-monster-spinner-49-pieces,999
60487,"Yellow Taxi",1499,1499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60487-city-yellow-taxi-122-pieces,1499
10473,"Fire Truck with Hose and Firefighter",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10473-duplo-fire-truck-with-hose-and-firefighter-28-pieces,2999
76342,"Spider-Man vs. Mysterio: The Daily Bugle",11999,11999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76342-super-heroes-marvel-spider-man-vs-mysterio-the-daily-bugle-781-pieces,11999
60481,"Rides – Police Truck",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60481-city-rides-police-truck-71-pieces,999
30716,"Cute Easter Bunny",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30716-recruitment-bags-cute-easter-bunny-66-pieces,399
42226,"BMW M4 GT3 EVO Race Car",6999,6999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42226-technic-bmw-m4-gt3-evo-race-car-747-pieces,6999
42678,"Pet Accessories Van",1999,1999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42678-friends-pet-accessories-van-237-pieces,1999
31382,"Cute Animals: Playful Puppy Dog",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-31382-creator-cute-animals-playful-puppy-dog-336-pieces,2999
76461,"Cornish Pixie",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76461-harry-potter-cornish-pixie-320-pieces,2999
30715,"Cute Animal Birthday Party",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30715-recruitment-bags-cute-animal-birthday-party-64-pieces,399
21586,"The Pale Garden",1999,1999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-21586-minecraft-the-pale-garden-243-pieces,1999
30726,"Batman: Bruce Wayne and the Batsuit",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30726-recruitment-bags-batman-bruce-wayne-and-the-batsuit-35-pieces,399
60498,"Tractor",1999,1999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60498-city-tractor-204-pieces,1999
42681,"Axolotl Adventure Boat",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42681-friends-axolotl-adventure-boat-95-pieces,999
42680,"Heartlake City Convenience Store",1999,1999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42680-friends-heartlake-city-convenience-store-176-pieces,1999
30724,"Dumbledore's Office with Harry Potter",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30724-recruitment-bags-dumbledores-office-with-harry-potter-42-pieces,399
60505,"Airplane, Service Truck & Hovercraft Remix",7499,7499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60505-city-airplane-service-truck-hovercraft-remix-990-pieces,7499
21362,"Mineral Collection",6399,6399,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-21362-ideas-mineral-collection-880-pieces,6399
71853,"Jay's Dragon Mech Fight",1999,1999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-71853-ninjago-jays-dragon-mech-fight-107-pieces,1999
21267,"The Illager Desert Patrol",1799,1799,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-21267-minecraft-the-illager-desert-patrol-105-pieces,1799
76451,"Privet Drive: Aunt Marge's Visit",9099,9099,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76451-harry-potter-privet-drive-aunt-marges-visit-639-pieces,9099
42699,"Beach House with Seals",4999,4999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42699-friends-beach-house-with-seals-400-pieces,4999
75439,"Darth Vader Bust",5499,5499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-75439-star-wars-darth-vader-bust-349-pieces,5499
30736,"White Seaplane",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30736-recruitment-bags-white-seaplane-82-pieces,399
71859,"The Dragon of Life",9999,9999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-71859-ninjago-the-dragon-of-life-1050-pieces,9999
42225,"Yellow Motorcycle",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42225-technic-yellow-motorcycle-151-pieces,999
42231,"Fast and Furious Dodge Charger R/T Car",15999,15999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42231-technic-fast-and-furious-dodge-charger-r-t-car-1516-pieces,15999
76343,"Epic Battle: Hulkbuster vs. The Hulk",5499,5499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76343-super-heroes-marvel-epic-battle-hulkbuster-vs-the-hulk-413-pieces,5499
43018,"Lionel Messi – Celebration",18999,18999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-43018-editions-lionel-messi-celebration-1427-pieces,18999
42695,"Horse & Baby Foal Trailer",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42695-friends-horse-baby-foal-trailer-279-pieces,2999
60205,"Tracks",,2499,,Toycra (labeled MRP),https://www.toycra.com/products/lego-60205-city-tracks-20-pieces,2290
21062,"Trevi Fountain",17299,17299,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-21062-architecture-trevi-fountain-1880-pieces,17299
76330,"Batman Logo",8499,8499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76330-super-heroes-dc-batman-logo-678-pieces,8499
30732,"Alex's Campfire Conflict",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30732-recruitment-bags-alexs-campfire-conflict-31-pieces,399
71857,"Ninja Vehicle Tree House Battle",8499,8499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-71857-ninjago-ninja-vehicle-tree-house-battle-642-pieces,8499
75447,"The Razor Crest",16499,16499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-75447-star-wars-the-razor-crest-930-pieces,16499
75446,"Grogu (Mandalorian Apprentice)",13999,13999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-75446-star-wars-grogu-mandalorian-apprentice-1200-pieces,13999
10463,"Dinosaur Spidey-Rex vs. Green Goblin",1999,1999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10463-duplo-dinosaur-spidey-rex-vs-green-goblin-25-pieces,1999
10467,"Family House",7499,7499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10467-duplo-family-house-84-pieces,7499
60479,"Police Prisoner Transport Van",1999,1999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60479-city-police-prisoner-transport-van-198-pieces,1999
76341,"Ravager Jumpsuit Groot",6499,6499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76341-super-heroes-marvel-ravager-jumpsuit-groot-604-pieces,6499
60493,"F1 Display Truck with Audi F1 Race Car",4999,4999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60493-city-f1-display-truck-with-audi-f1-race-car-508-pieces,4999
71043,"Hogwarts Castle",,50399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-71043-harry-potter-hogwart-castle,50399
11040,"Magical Transparent Box",2290,2290,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-11040-classic-magical-transparent-box-340-pieces,2290
76333,"Batman & Robin Batmobile",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76333-batman-batman-robin-batmobile-272-pieces,2999
60478,"Cement Mixer",4499,4499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60478-city-cement-mixer-371-pieces,4499
10468,"Tractor and Market",1999,1999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10468-duplo-tractor-and-market-18-pieces,1999
60504,"Coast Guard Rescue Boat & Helicopter",11999,11999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60504-city-coast-guard-rescue-boat-helicopter-742-pieces,11999
60503,"Coast Guard Helicopter",6499,6499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60503-city-coast-guard-helicopter-551-pieces,6499
40808,"Easter Bunny and Chick Egg Hunt",1349,1349,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-40808-seasons-and-occasions-easter-bunny-and-chick-egg-hunt-140-pieces,1349
31146,"Flatbed Truck with Helicopter",2290,2290,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-31146-creator-3-in-1-flatbed-truck-with-helicopter-270-pieces,2290
75403,"Grogu with Hover Pram",11899,11899,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-75403-star-wars-grogu-with-hover-pram-1048-pieces,11899
31163,"Playful Cat",2749,2749,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-31163-creator-playful-cat-407-pieces,2749
30692,"Christmas Chimney Fun with Santa",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30692-polybags-christmas-chimney-fun-with-santa-60-pieces,399
40743,"Christmas Table Decoration",4549,4549,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-40743-seasons-and-occasions-christmas-table-decoration-433-pieces,4549
10698,"Large Creative Brick Box",,6499,,Toycra (labeled MRP),https://www.toycra.com/products/lego-10698-classic-large-creative-brick-box-790-pcs,5949
10696,"Medium Creative Brick Box",,3499,,Toycra (labeled MRP),https://www.toycra.com/products/lego-10696-classic-medium-creative-brick-box-484-pcs,3199
30723,"Ninja Cole's Car",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30723-recruitment-bags-ninja-coles-car-39-pieces,399
11508,"Daisies",1499,1499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-11508-botanicals-daisies-133-pieces,1499
30713,"Fancy Restaurant with Bingo",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30713-recruitment-bags-fancy-restaurant-with-bingo-23-pieces,399
42689,"Heartlake City Friends Club House",9999,9999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42689-friends-heartlake-city-friends-club-house-794-pieces,9999
30719,"Go-Kart Racer",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30719-recruitment-bags-go-kart-racer-48-pieces,399
75444,"AT-RT Attack",4999,4999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-75444-star-wars-at-rt-attack-297-pieces,4999
75440,"AT-AT",6999,6999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-75440-star-wars-at-at-525-pieces,6999
76463,"Hogwarts Castle: Hospital Wing",9999,9999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76463-harry-potter-hogwarts-castle-hospital-wing-907-pieces,9999
60238,"Switch Tracks",,2499,,Toycra (labeled MRP),https://www.toycra.com/products/lego-60238-city-switch-tracks-8-pieces,2290
21268,"The Baby Pig House",2290,2290,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-21268-minecraft-the-baby-pig-house-238-pieces,2290
31380,"Retro Gaming Console",1999,1999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-31380-creator-retro-gaming-console-268-pieces,1999
21588,"The Fox",4999,4999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-21588-minecraft-the-fox-497-pieces,4999
10470,"3 in 1 Modern Family House with Figures",8499,8499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10470-duplo-3-in-1-modern-family-house-with-figures-166-pieces,8499
10458,"Ice Cream Trip with Bluey",3199,3199,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10458-duplo-ice-cream-trip-with-bluey-22-pieces,3199
21066,"New York City – The Big Apple",14999,14999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-21066-architecture-new-york-city-the-big-apple-1465-pieces,14999
10353,"Williams Racing FW14B & Nigel Mansell",8199,8199,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10353-icons-williams-racing-fw14b-nigel-mansell-799-pieces,8199
30731,"Tom Nook and Flying Present",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30731-recruitment-bags-tom-nook-and-flying-present-33-pieces,
21589,"Mini Biomes",6499,6499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-21589-minecraft-mini-biomes-797-pieces,6499
10368,"Chrysanthemum",3199,3199,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10368-icons-chrysanthemum-278-pieces,3199
30725,"Spider-Man vs. Anti-Venom Heist",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30725-recruitment-bags-spider-man-vs-anti-venom-heist-31-pieces,399
11380,"Road Bike",12999,12999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-11380-icons-road-bike-1015-pieces,12999
76338,"Mech Battle: Spider-Man vs. Doc Ock",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76338-super-heroes-marvel-mech-battle-spider-man-vs-doc-ock-315-pieces,2999
75438,"Yoda Bust",4499,4499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-75438-star-wars-yoda-bust-399-pieces,4499
43022,"Scuderia Ferrari HP Lewis Hamilton Helmet",9999,9999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-43022-editions-scuderia-ferrari-hp-lewis-hamilton-helmet-884-pieces,9999
30700,"Arin vs. Dragonian Battle",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30700-polybags-arin-vs-dragonian-battle-48-pieces,399
30689,"Birthday Party Animals",,449,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30689-recruitment-bags-birthday-party-animals-60-pieces,
60470,"Explorers' Arctic Polar Express Train",23900,23900,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60470-city-explorers-arctic-polar-express-train-1517-pieces,23900
10358,"Transformers: Soundwave",19999,19999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10358-icons-transformers-soundwave-1505-pieces,19999
30701,"Field Flowers",,449,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30701-recruitment-bags-field-flowers-77-pieces,399
21272,"Woodland Mansion Fighting Ring",5949,5949,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-21272-minecraft-woodland-mansion-fighting-ring-491-pieces,5949
75452,"BB-8 Astromech Droid",9999,9999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-75452-star-wars-bb-8-astromech-droid-569-pieces,9999
60482,"Rides – Fire Truck",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60482-city-rides-fire-truck-67-pieces,999
43286,"The Aristocats Adorable Marie",4499,4499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-43286-disney-the-aristocats-adorable-marie-369-pieces,4499
60483,"Rides – Construction Loader",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60483-city-rides-construction-loader-61-pieces,999
42675,"Unicorn Cake Delivery Car",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42675-friends-unicorn-cake-delivery-car-67-pieces,999
42692,"Ice Cream & Balloon Stand",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42692-friends-ice-cream-balloon-stand-107-pieces,999
42684,"Unicorn Dream Café",4499,4499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42684-friends-unicorn-dream-caf-475-pieces,4499
76336,"Spider-Man Car vs. Venomized Wolverine",1999,1999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76336-super-heroes-marvel-spider-man-car-vs-venomized-wolverine-134-pieces,1999
11505,"Woodland Mushrooms",8499,8499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-11505-botanicals-woodland-mushrooms-806-pieces,8499
43287,"Olaf and Bruni’s Picnic Fun",4999,4999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-43287-disney-olaf-and-bruni-s-picnic-fun-478-pieces,4999
42213,"Ford Bronco SUV",6399,6399,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42213-technic-ford-bronco-suv-943-pieces,6399
76335,"Spider-Man vs. Ghost Rider Motorcycle",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76335-super-heroes-marvel-spider-man-vs-ghost-rider-motorcycle-72-pieces,999
42229,"Fast and Furious Mitsubishi Eclipse Car",6999,6999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42229-technic-fast-and-furious-mitsubishi-eclipse-car-827-pieces,6999
42688,"Horse Stable and Riding Academy",8499,8499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42688-friends-horse-stable-and-riding-academy-735-pieces,8499
75443,"Grogu's Homestead",1999,1999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-75443-star-wars-grogus-homestead-107-pieces,1999
31385,"Sea Animals: Beautiful Dolphins",4999,4999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-31385-creator-3-in-1-sea-animals-beautiful-dolphins-542-pieces,4999
60484,"Rides – Gaming Race Car",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60484-city-rides-gaming-race-car-64-pieces,999
71867,"X-1 Ninja Charger 15th Anniversary",8499,8499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-71867-ninjago-x-1-ninja-charger-15th-anniversary-691-pieces,8499
43258,"Kakamora Barge",10999,10999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-43258-disney-kakamora-barge-572-pieces,10999
43014,"Scuderia Ferrari HP Charles Leclerc Helmet",9999,9999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-43014-editions-scuderia-ferrari-hp-charles-leclerc-helmet-886-pieces,9999
30722,"Garden Bunny House",,399,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30722-recruitment-bags-garden-bunny-house-46-pieces,399
31379,"Fierce Dinosaur",2499,2499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-31379-creator-fierce-dinosaur-283-pieces,2499
31377,"Turtle with a Water Lily Flower",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-31377-creator-turtle-with-a-water-lily-flower-124-pieces,999
42677,"Dog Treats Bakery",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42677-friends-dog-treats-bakery-278-pieces,2999
11215,"Gabby's Brick-Built Cat Friends",5499,5499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-11215-gabbys-dollhouse-gabbys-brick-built-cat-friends-324-pieces,5499
77076,"Durrr Burger Restaurant",6399,6399,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-77076-fortnite-durrr-burger-restaurant-546-pieces,6399
76354,"S.H.I.E.L.D. Helicarrier",39999,39999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76354-super-heroes-marvel-s-h-i-e-l-d-helicarrier-3057-pieces,39999
75448,"Clone Shock Trooper Mech",1499,1499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-75448-star-wars-clone-shock-trooper-mech-151-pieces,1499
31384,"Wild Animals: Colorful Hummingbird",2999,2999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-31384-creator-wild-animals-colorful-hummingbird-312-pieces,2999
76459,"Hagrid & Harry's Privet Drive Escape",1999,1999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76459-harry-potter-hagrid-harrys-privet-drive-escape-124-pieces,1999
42679,"Heartlake City Bunny Hotel",2499,2499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42679-friends-heartlake-city-bunny-hotel-161-pieces,2499
76304,"Batman Forever Batmobile",10999,10999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76304-super-heroes-dc-batman-forever-batmobile-909-pieces,10999
21583,"Steve's Taiga Adventure",999,999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-21583-minecraft-steves-taiga-adventure-79pieces,999
60337,"Passenger Express Train",19999,19999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60337-city-express-passenger-train-764-pieces,19999
10455,"Anna and Elsa's Frozen Castle Party",6999,6999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10455-duplo-anna-and-elsas-frozen-castle-party-54-pieces,6999
30686,"My First Flower & Bee",,449,,Toycra (labeled MRP),https://www.toycra.com/products/lego-30686-recruitment-bags-my-first-flower-bee-7-pieces,399
10363,"Leonardo da Vinci's Flying Machine",6399,6399,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10363-icons-leonardo-da-vincis-flying-machine-493-pieces,6399
21357,"Disney Pixar Luxo Jr.",7749,7749,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-21357-ideas-disney-pixar-luxo-jr-613-pieces,7749
42176,"Porsche GT4 e-Performance",15999,15999,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42176-technic-porsche-gt4-e-performance-race-car-834-pieces,15999
40815,"Birthday Party Cake",1549,1549,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-40815-others-birthday-party-cake-219-pieces,1549
77237,"Dodge Challenger SRT Hellcat Sports Car",3199,3199,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-77237-speed-champions-dodge-challenger-srt-hellcat-sports-car-390-pieces,3199
42673,"Family Vacation Beach Resort",14499,14499,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-42673-friends-family-vacation-beach-resort-1140-pieces,14499
76924,"Mercedes-AMG G 63 & Mercedes-AMG SL 63",5449,5449,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-76924-speed-champions-mercedes-amg-g-63-mercedes-amg-sl-63-808-pieces,5449
10316,"Lord of the Rings: Rivendell",50399,50399,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-10316-icons-the-lord-of-the-rings-rivendell-6167-pieces,50399
60367,"Passenger Airplane",11899,11899,0,Toycra (labeled MRP),https://www.toycra.com/products/lego-60367-city-passenger-airplane-913-pcs,11899
10713,"Creative Suitcase",,2499,,Toycra (labeled MRP),https://www.toycra.com/products/lego-10713-classic-creative-suitcase-213-pieces,2290
